"subject","quantity","value","tolerance","passes","note"
"sub-129","transport_node_sum_plus_sink_PF",9.97399701257518e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-129","transport_node_sum_without_sink_PF",0.576514808254091,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-129","transport_sink_budget_PF: choice-vs-outcome",31.6691542803359,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-130","sink_territory_PA",0.2207290748229,NA,NA,"unmapped native territory under P^A: a property of the operator alone (contract 7.5), computable before any data"
"sub-130","sink_territory_PF",0.2207290748229,NA,NA,"the same under P^F; equal to P^A's by construction because P^F carries exactly the rows P^A placed"
"sub-130","sink_identical_max_gap",5.55111512312578e-16,1e-12,TRUE,"max over native rows of |P^A sink - P^F sink|: the controlled-pair assertion that eta cannot be won by discarding territory"
"sub-130","all_sink_rows",14520,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-130","transport_support_mean_nodes",5.45446919745621,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-130","fingerprint_similarity_sd",0.61617804403378,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-130","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-130","displacement_p90_PA: mm",7.38661255244919,NA,NA,"90th percentile of the same"
"sub-130","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-130","displacement_masswt_mean_PA: mm",5.21541798057706,NA,NA,"row-mass-weighted mean of the same"
"sub-130","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-130","displacement_median_PF: mm",6.68456876813164,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-130","displacement_p90_PF: mm",9.86233673854161,NA,NA,"90th percentile of the same"
"sub-130","displacement_max_PF: mm",11.8905129226521,NA,NA,"maximum of the same"
"sub-130","displacement_masswt_mean_PF: mm",6.60341037634477,NA,NA,"row-mass-weighted mean of the same"
"sub-130","entropy_mean_PF: nats",0.780334690457163,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-130","perplexity_mean_PF",2.4963673884761,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-130","exp_mean_entropy_PF",2.18220250564342,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-130","transport_budget_preservation_PA",2.7775361735031e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-130","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-130","transport_node_sum_plus_sink_PA",4.35576859263192e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-130","transport_node_sum_without_sink_PA",0.292933673559702,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-130","transport_sink_budget_PA: choice-vs-outcome",-7.61375521953994,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-130","transport_budget_preservation_PF",2.83806641372285e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-130","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-130","transport_node_sum_plus_sink_PF",4.90042692005743e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-130","transport_node_sum_without_sink_PF",0.3289183670694,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-130","transport_sink_budget_PF: choice-vs-outcome",-7.61375521953994,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-131","sink_territory_PA",0.221781674546652,NA,NA,"unmapped native territory under P^A: a property of the operator alone (contract 7.5), computable before any data"
"sub-131","sink_territory_PF",0.221781674546652,NA,NA,"the same under P^F; equal to P^A's by construction because P^F carries exactly the rows P^A placed"
"sub-131","sink_identical_max_gap",5.55111512312578e-16,1e-12,TRUE,"max over native rows of |P^A sink - P^F sink|: the controlled-pair assertion that eta cannot be won by discarding territory"
"sub-131","all_sink_rows",14823,NA,NA,"native rows with no group mass at all; excluded from displacement and entropy and counted here (contract 7.5)"
"sub-131","transport_support_mean_nodes",5.41264683829043,NA,NA,"mean number of group nodes P^F may spread a placed row over"
"sub-131","fingerprint_similarity_sd",0.512414875101832,NA,NA,"sd of the voxel-to-group-node fingerprint correlation over the support; with temperature 6 this sets how peaked P^F is"
"sub-131","displacement_median_PA: mm",5.29583402307889,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-131","displacement_p90_PA: mm",7.3866125524492,NA,NA,"90th percentile of the same"
"sub-131","displacement_max_PA: mm",8.91900000000001,NA,NA,"maximum of the same"
"sub-131","displacement_masswt_mean_PA: mm",5.2385064082658,NA,NA,"row-mass-weighted mean of the same"
"sub-131","entropy_mean_PA: nats",0,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-131","displacement_median_PF: mm",6.51716439046781,NA,NA,"median over native rows of the distance from the row's centre to the mass-weighted centroid of its group nodes (contract 7.5)"
"sub-131","displacement_p90_PF: mm",9.53719472934101,NA,NA,"90th percentile of the same"
"sub-131","displacement_max_PF: mm",11.8878506411875,NA,NA,"maximum of the same"
"sub-131","displacement_masswt_mean_PF: mm",6.41575915561586,NA,NA,"row-mass-weighted mean of the same"
"sub-131","entropy_mean_PF: nats",0.85081683846821,NA,NA,"mean over native rows of -sum_j ptilde log ptilde over the renormalized group columns; identically 0 for the hard P^A"
"sub-131","perplexity_mean_PF",2.64224968704941,NA,NA,"MEAN of exp(H) over rows -- the effective number of group nodes a row spreads into. Not exp(mean H), which is reported separately; contract 7.5 requires the label"
"sub-131","exp_mean_entropy_PF",2.34155874622477,NA,NA,"exp(MEAN H). Differs from the row mean of exp(H) by Jensen; both are reported because the contract says an implementation must say which it means"
"sub-131","transport_budget_preservation_PA",7.46075184835857e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-131","transport_executor_agreement_PA",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-131","transport_node_sum_plus_sink_PA",1.05889891943655e-14,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-131","transport_node_sum_without_sink_PA",0.449538614464548,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-131","transport_sink_budget_PA: choice-vs-outcome",19.5218328853043,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"sub-131","transport_budget_preservation_PF",6.59153804078282e-15,1e-12,TRUE,"|transported total incl. sink - native total| / L1 norm of the native ledger (contract claim 2)"
"sub-131","transport_executor_agreement_PF",0,1e-12,TRUE,"|transport_values() of this subject's own contrast_energy() ledger - the group fit's response|. Exact by construction; pins the executor's plumbing, NOT the commutation claim"
"sub-131","transport_node_sum_plus_sink_PF",9.78656307175377e-15,1e-12,TRUE,"max over queries of |sum over group nodes AND the sink - the transported native total|, relative to the L1 norm of the carried ledger (the scale the fit's own budget certificate uses)"
"sub-131","transport_node_sum_without_sink_PF",0.483067598713618,NA,NA,"the same relative gap with the sink row deleted. NOT an identity and not asserted: it is the size of the error a reader makes by ignoring the sink, and here that is about a fifth of the budget"
"sub-131","transport_sink_budget_PF: choice-vs-outcome",19.5218328853043,NA,NA,"sink budget in ledger units for the headline query: the part of this subject's contrast total that reached no group node"
"group","budget_preservation_worst_PA",1.57381517849723e-14,1e-12,TRUE,"the fit's own certificate over every participant, scale ""relative_to_ledger_l1_norm"""
"group","commutation_claim3_PA",1.77635683940025e-15,1e-12,TRUE,"THE acceptance. |query-then-transport - transport-then-query| at the group nodes: estimate_population() contracts friend-vs-computer-choice into one packed operator and transports one number per node; materialize_population() transports all 45 packed coordinates and rdm() contracts the (choice_friend, choice_computer) edge afterwards (contract claim 3)"
"group","theta_sum_over_nodes_PA",1.26921478651805e-15,1e-12,TRUE,"aggregated ledger over group nodes and sink reproduces the group coefficient of the summed response (E6), relative to the L1 norm of the aggregated ledger"
"group","theta_sum_without_sink_PA",2.94863484347654,NA,NA,"the same relative gap with the sink row deleted. NOT an identity: at slice 1 this was still zero because the region map had full coverage; here it is the share of the group ledger the sink carries"
"group","residual_df_PA",11,NA,NA,"N - rank(X) for the group model ~ 1"
"group","coverage_min_subjects_PA",12,NA,NA,"group-node subject coverage from population_prevalence(): participants_with_a_finite_nonzero_transported_value"
"group","coverage_nodes_below_floor_PA",0,NA,NA,"group nodes below the declared floor of 12 subjects (contract 7.5; the floor itself is open maintainer decision 14.3)"
"group","heterogeneity_n_eff_PA",2.67999085495021,NA,NA,"effective number of between-subject modes, cross-fitted; one draw, descriptive, not an estimate of a between-subject trace"
"group","group_ledger_over_all_nodes_PA: choice-vs-outcome",52.0828065562881,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PA: choice-vs-outcome",9.4983393331588,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","group_ledger_over_all_nodes_PA: social-vs-computer-choice",-6.07656485400077,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PA: social-vs-computer-choice",-6.47878020247476,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","group_ledger_over_all_nodes_PA: recip-vs-defect",17.7209842388193,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PA: recip-vs-defect",-7.42330230905617,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","group_ledger_over_all_nodes_PA: friend-vs-stranger",-16.9259702386294,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PA: friend-vs-stranger",9.23131731717127,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","group_ledger_over_all_nodes_PA: friend-vs-computer-choice",-0.907962781534409,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PA: friend-vs-computer-choice",-2.67725069421223,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","budget_preservation_worst_PF",1.60683228014402e-14,1e-12,TRUE,"the fit's own certificate over every participant, scale ""relative_to_ledger_l1_norm"""
"group","commutation_claim3_PF",8.88178419700125e-16,1e-12,TRUE,"THE acceptance. |query-then-transport - transport-then-query| at the group nodes: estimate_population() contracts friend-vs-computer-choice into one packed operator and transports one number per node; materialize_population() transports all 45 packed coordinates and rdm() contracts the (choice_friend, choice_computer) edge afterwards (contract claim 3)"
"group","theta_sum_over_nodes_PF",1.76616349405859e-15,1e-12,TRUE,"aggregated ledger over group nodes and sink reproduces the group coefficient of the summed response (E6), relative to the L1 norm of the aggregated ledger"
"group","theta_sum_without_sink_PF",2.94863484347653,NA,NA,"the same relative gap with the sink row deleted. NOT an identity: at slice 1 this was still zero because the region map had full coverage; here it is the share of the group ledger the sink carries"
"group","residual_df_PF",11,NA,NA,"N - rank(X) for the group model ~ 1"
"group","coverage_min_subjects_PF",12,NA,NA,"group-node subject coverage from population_prevalence(): participants_with_a_finite_nonzero_transported_value"
"group","coverage_nodes_below_floor_PF",0,NA,NA,"group nodes below the declared floor of 12 subjects (contract 7.5; the floor itself is open maintainer decision 14.3)"
"group","heterogeneity_n_eff_PF",3.03011556679599,NA,NA,"effective number of between-subject modes, cross-fitted; one draw, descriptive, not an estimate of a between-subject trace"
"group","group_ledger_over_all_nodes_PF: choice-vs-outcome",52.0828065562881,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PF: choice-vs-outcome",9.4983393331588,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","group_ledger_over_all_nodes_PF: social-vs-computer-choice",-6.07656485400076,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PF: social-vs-computer-choice",-6.47878020247476,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","group_ledger_over_all_nodes_PF: recip-vs-defect",17.7209842388194,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PF: recip-vs-defect",-7.42330230905617,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","group_ledger_over_all_nodes_PF: friend-vs-stranger",-16.9259702386294,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PF: friend-vs-stranger",9.23131731717127,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","group_ledger_over_all_nodes_PF: friend-vs-computer-choice",-0.90796278153441,NA,NA,"the group contrast total aggregated over all group nodes, sink excluded"
"group","group_ledger_sink_PF: friend-vs-computer-choice",-2.67725069421223,NA,NA,"the same aggregation's sink row: group-level territory that reached no node"
"group","n_subjects",12,NA,NA,"participants in the population plan"
"group","n_group_nodes",1241,NA,NA,"consensus grey-matter searchlight group nodes, sink excluded"
"group","coverage_union_voxels",77064,NA,NA,"voxels covered by at least one subject's seven-run intersection mask"
"group","coverage_consensus_voxels",51136,NA,NA,"voxels covered by all subjects; the group grid is drawn from these"
"group","coverage_disagreement_share",0.336447627945604,NA,NA,"share of the union covered for some subjects and not others: the coverage heterogeneity the sink exists for"
"group","group_node_min_subject_reach",12,NA,NA,"subjects putting nonzero mass on the least-reached group node, computed from the operators alone (the data-free half of contract 7.5)"
"group","coherent_plus_configuration_PA",4.68958205601666e-13,1e-12,TRUE,"coherent + configuration - total on the transported ledgers; a rounding identity that cannot fail, recorded because contract 8.1 requires the shape to be stated"
"group","V_C_PA_acrossrun",-426.816337570781,NA,NA,"cross-participant energy under P^A on the across-run partitions; across-run axis: P^F2 fitted on task-trust run 1, evaluated on runs {2,3} vs {4,5}"
"group","V_W_PA_acrossrun",-30826.0277608229,NA,NA,"cross-partition energy under P^A on the across-run partitions; across-run axis: P^F2 fitted on task-trust run 1, evaluated on runs {2,3} vs {4,5}"
"group","V_W_PA_acrossrun_se",20537.2472330431,NA,NA,"standard error of V_W_PA_acrossrun over the 12 per-participant cross-partition products. V^W is a MEAN, and whether it clears the contract 7.1 floor is a claim about a noisy average"
"group","R_PA_acrossrun",NA,NA,NA,"consensus share under P^A on the across-run partitions; differs from R_PA because it is a different held-out split"
"group","V_C_PF2",-144.573398012246,NA,NA,"cross-participant energy under P^F2; across-run axis: P^F2 fitted on task-trust run 1, evaluated on runs {2,3} vs {4,5}"
"group","V_W_PF2",-17476.5547070009,NA,NA,"cross-partition energy under P^F2; across-run axis: P^F2 fitted on task-trust run 1, evaluated on runs {2,3} vs {4,5}"
"group","V_W_PF2_se",10284.8957107528,NA,NA,"standard error of V_W_PF2 over the 12 per-participant cross-partition products"
"group","eta_across_run_shares_formable",0,NA,NA,"1 when V^W cleared the declared floor for both transports and a share could be formed, 0 when contract 7.1 made R and eta NA. When 0 there is no null band, and its absence is the finding"
"group","R_PF2",NA,NA,NA,"consensus share under P^F2"
"group","eta_transport_across_run",NA,NA,NA,"the SECOND independence axis (DECISION.md 5.3), signed and unclamped. across-run axis: P^F2 fitted on task-trust run 1, evaluated on runs {2,3} vs {4,5}. Read beside eta_transport: DECISION.md risk 8 says a disagreement in sign between the two axes would say the fingerprint captures task-specific rather than anatomical idiosyncrasy"
"group","eta_across_run_null_sd",NA,NA,NA,"sd of the across-run null band, same permutation randomization as 04"
"group","eta_across_run_null_q95",NA,NA,NA,"95th percentile of the across-run null band"
"group","eta_across_run_rank_in_null",NA,NA,NA,"number of across-run null draws eta2 exceeds"
"group","eta_across_run_one_sided_p",NA,NA,NA,"(1 + #{null >= eta2}) / (1 + #null), descriptive at n = 12"
"group","eta_across_run_sink_gap",6.66133814775094e-16,1e-12,TRUE,"max over native rows of |P^F2 group mass - P^A group mass|: the controlled-pair assertion for the second axis"
"group","eta_across_run_identity_permutation_gap",0,1e-12,TRUE,"P^F2 rebuilt under the identity permutation reproduces P^F2"
"group","V_C_PA",475.86431068037,NA,NA,"cross-participant energy under P^A; held-out task-trust, partitions A={1,2} B={3,4,5}; P^F cross-fitted on task-sharedreward (contract 7.1)"
"group","V_W_PA",1408.75286771484,NA,NA,"cross-partition energy under P^A, reported separately from the ratio (contract 7.3); held-out task-trust, partitions A={1,2} B={3,4,5}; P^F cross-fitted on task-sharedreward (contract 7.1)"
"group","V_W_PA_se",3167.54238496713,NA,NA,"standard error of V_W_PA over the 12 per-participant cross-partition products. V^W is a MEAN, so whether it clears the contract 7.1 floor is a claim about a noisy average, and the share R inherits whatever that average is worth"
"group","R_PA",0.337791192185666,NA,NA,"consensus share of reproducible energy under P^A = V_C/V_W"
"group","V_C_PF",442.648703466949,NA,NA,"cross-participant energy under P^F; held-out task-trust, partitions A={1,2} B={3,4,5}; P^F cross-fitted on task-sharedreward (contract 7.1)"
"group","V_W_PF",350.034710695624,NA,NA,"cross-partition energy under P^F; held-out task-trust, partitions A={1,2} B={3,4,5}; P^F cross-fitted on task-sharedreward (contract 7.1)"
"group","V_W_PF_se",1964.00644925786,NA,NA,"standard error of V_W_PF over the 12 per-participant cross-partition products"
"group","R_PF",1.26458516810311,NA,NA,"consensus share of reproducible energy under P^F = V_C/V_W"
"group","eta_transport",0.926793975917444,NA,NA,"THE SECTION 7 ACCEPTANCE. R(P^F) - R(P^A), signed and unclamped. Uninterpretable without the six section 7.5 diagnostics recorded beside it in this same file (displacement, entropy/perplexity, sink territory and sink budget, group-node subject coverage, and V_C/V_W separately per transport)."
"group","eta_null_mean",0.0142507428905321,NA,NA,"mean eta over 200 draws that permute the group-node fingerprint atlas across group nodes, holding support, softmax, temperature and sink fixed (contract 7.3; randomization method is open maintainer decision 14.5 and this is the choice made here)"
"group","eta_null_draws",200,NA,NA,"number of null draws with a finite eta; the band is only a band if this is the declared draw count"
"group","eta_null_sd",0.104664388966167,NA,NA,"sd of the null eta distribution"
"group","eta_null_q95",0.194487745948996,NA,NA,"95th percentile of the null eta distribution"
"group","eta_null_max",0.404403421293685,NA,NA,"largest null eta drawn"
"group","eta_null_negative_share",0.495,NA,NA,"share of null draws with eta < 0; contract 7.3 measures 89.5 % on its own fixture"
"group","eta_rank_in_null",200,NA,NA,"number of null draws the honest eta exceeds; this is what makes the honest eta mean something"
"group","eta_one_sided_p",0.00497512437810945,NA,NA,"(1 + #{null >= eta}) / (1 + #null): a permutation p-value against the fingerprint-correspondence null, descriptive at n = 12"
"group","V_C_PF_percentile_in_null",0.475,NA,NA,"share of null draws whose cross-participant energy is below the honest P^F's. THIS IS THE NUMBER THAT SAYS WHAT ETA IS MADE OF: a V^C at the null median means the true fingerprint built no more cross-participant consensus than a scrambled one, and any extreme eta beside it is coming from the denominator"
"group","V_W_PF_percentile_in_null",0,NA,NA,"share of null draws whose cross-partition energy is below the honest P^F's. A value at 0 means the true fingerprint destroyed more within-subject reproducible energy than any of the randomized transports did"
"group","eta_packed_width",45,NA,NA,"svec width of the transported form at each group node; Z is this many coordinates times the group nodes, sink excluded"
"group","eta_null_identity_permutation_gap",0,1e-12,TRUE,"max over subjects and entries of |P^F rebuilt under the identity permutation - the P^F location_transport() sealed in 02|. Pins the null band to the same estimator the honest eta uses, so eta's rank inside the band is a rank in its own distribution"
